RSTA-RXN RSTB-RXN
RIB5PISOM-RXN RXN0-5398
URPHOS-RXN RXN0-5398
URA-PHOSPH-RXN RXN0-5398
RXN0-6444 RXN0-5398
NMNNUCLEOSID-RXN RXN0-5398
TRANS-RXN-132 RXN0-5398
PRPPSYN-RXN RXN0-5398
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN RXN0-5398
RXN0-5332 RXN0-5398
RXN0-2584 RXN0-5398
RXN0-5263 TORT-RXN
1.7.2.3-RXN TORT-RXN
TMAOREDUCT-RXN TORT-RXN
RXN0-5264 TORT-RXN
RXN0-6485 RXN0-6478
RXN0-4222 RXN0-6478
RXN0-6479 RXN0-6478
3.1.13.3-RXN RXN0-6479
RXN0-6483 RXN0-6479
RXN0-4223 RXN0-6479
RXN0-4961 RXN0-6479
RXN0-6481 RXN0-6479
3.1.26.4-RXN RXN0-6479
3.1.26.5-RXN RXN0-6479
3.6.1.19-RXN RXN0-6479
RXN0-6525 RXN0-6479
3.1.13.5-RXN RXN0-6479
3.1.11.1-RXN RXN0-6479
3.1.11.2-RXN RXN0-6479
R601-RXN FORMATEDEHYDROG-RXN
TRANS-RXN0-234 FORMATEDEHYDROG-RXN
RXN0-5264 FORMATEDEHYDROG-RXN
RXN0-3501 FORMATEDEHYDROG-RXN
RXN0-5256 FORMATEDEHYDROG-RXN
DIMESULFREDUCT-RXN FORMATEDEHYDROG-RXN
3.1.13.3-RXN RXN0-6484
RXN0-4223 RXN0-6484
RXN0-4961 RXN0-6484
3.1.26.4-RXN RXN0-6484
3.6.1.19-RXN RXN0-6484
RXN0-6525 RXN0-6484
3.1.13.5-RXN RXN0-6484
3.1.11.1-RXN RXN0-6484
3.1.11.2-RXN RXN0-6484
RXN0-6480 RXN0-6483
5-NUCLEOTID-RXN RXN0-6483
ARGSUCCINSYN-RXN TRANS-RXN-106A
3.4.13.21-RXN TRANS-RXN-106A
ASPDECARBOX-RXN TRANS-RXN-106A
ASPAMINOTRANS-RXN TRANS-RXN-106A
ASPARTATEKIN-RXN TRANS-RXN-106A
L-ASPARTATE-OXID-RXN TRANS-RXN-106A
ASPCARBTRANS-RXN TRANS-RXN-106A
TRANS-RXN0-222 TRANS-RXN-106A
PYROXALTRANSAM-RXN TRANS-RXN-106A
ASNSYNA-RXN TRANS-RXN-106A
SAICARSYN-RXN TRANS-RXN-106A
ASPARTATE--TRNA-LIGASE-RXN TRANS-RXN-106A
ASPARTASE-RXN TRANS-RXN-106A
TRANS-RXN-122A TRANS-RXN-106A
ADENYLOSUCCINATE-SYNTHASE-RXN TRANS-RXN-106A
ASNSYNB-RXN TRANS-RXN-106A
RXN-9772 TRANS-RXN-106A
RIBONUCLEOSIDE-DIP-REDUCTI-RXN RXN0-6482
RXN0-1 RXN0-6482
NUCLEOSIDE-DIP-KIN-RXN RXN0-6482
MALATE-DEH-RXN TRANS-RXN-106B
MALATE-DEHYDROGENASE-ACCEPTOR-RXN TRANS-RXN-106B
FUMHYDR-RXN TRANS-RXN-106B
TRANS-RXN-121A TRANS-RXN-106B
MALOX-RXN TRANS-RXN-106B
RIBONUCLEOSIDE-DIP-REDUCTI-RXN RXN0-6481
RXN0-1 RXN0-6481
RXN0-6480 RXN0-6481
NUCLEOSIDE-DIP-KIN-RXN RXN0-6481
RXN0-6526 RXN0-6480
RXN0-6527 RXN0-6480
RXN0-6528 RXN0-6480
RXN0-6529 RXN0-6480
3.1.27.6-RXN RXN0-6480
RXN0-6523 RXN0-6480
TRANS-RXN-112 RXN-12149
RHAMNISOM-RXN RXN-12149
3.4.23.43-RXN RXN0-3221
RXN0-3201 RXN0-3221
RXN0-5194 RXN0-3221
3.4.11.1-RXN RXN0-3221
3.4.21.92-RXN RXN0-3221
RXN0-5052 RXN0-3221
RXN0-5051 RXN0-3221
RXN0-5204 RXN0-3221
3.4.21.53-RXN RXN0-3221
3.4.24.55-RXN RXN0-3221
3.1.3.16-RXN RXN0-3221
3.5.1.28-RXN RXN0-3221
RXN0-6366 RXN0-3221
RXN0-5103 RXN0-3221
3.4.21.87-RXN RXN0-3221
LEUCYLTRANSFERASE-RXN RXN0-3221
RXN0-3261 RXN0-3221
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3221
3.4.24.70-RXN RXN0-3221
PROTEIN-KINASE-RXN RXN0-3221
3.4.21.102-RXN RXN0-3221
ABC-22-RXN RXN0-3221
3.4.21.83-RXN RXN0-3221
3.4.11.9-RXN RXN0-3221
RXN0-5098 RXN-8655
RXN-8654 RXN-8655
RXN0-947 RXN-8655
RXN0-1139 RXN-8654
TRANS-RXN0-278 RXN-8654
RXN0-1140 RXN-8654
RXN0-1141 RXN-8654
RXN-8655 RXN-8654
RXN0-3 ACSERLY-RXN
ACECOATRANS-RXN ACSERLY-RXN
ACETOACETYL-COA-TRANSFER-RXN ACSERLY-RXN
TRNA-S-TRANSFERASE-RXN ACSERLY-RXN
RXN0-1981 ACSERLY-RXN
GLUTCYSLIG-RXN ACSERLY-RXN
RXN0-3001 ACSERLY-RXN
RXN0-308 ACSERLY-RXN
DCYSDESULF-RXN ACSERLY-RXN
CITC-RXN ACSERLY-RXN
RXN0-6385 ACSERLY-RXN
RXN-11362 ACSERLY-RXN
LCYSDESULF-RXN ACSERLY-RXN
CYSTEINE--TRNA-LIGASE-RXN ACSERLY-RXN
ACETATEKIN-RXN ACSERLY-RXN
RXN0-1924 ACSERLY-RXN
RXN0-1923 ACSERLY-RXN
P-PANTOCYSLIG-RXN ACSERLY-RXN
O-SUCCHOMOSERLYASE-RXN ACSERLY-RXN
SERINE-O-ACETTRAN-RXN ACSERLY-RXN
CYSTEINE-AMINOTRANSFERASE-RXN ACSERLY-RXN
RXN0-5414 ACSERLY-RXN
RXN-9787 ACSERLY-RXN
RXN-12588 ACSERLY-RXN
THIFIS-RXN ACSERLY-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN ACSERLY-RXN
CYSTATHIONINE-BETA-LYASE-RXN O-SUCCHOMOSERLYASE-RXN
TRNA-CYTIDYLYLTRANSFERASE-RXN CDPKIN-RXN
RXN0-6254 CDPKIN-RXN
CPM-KDOSYNTH-RXN CDPKIN-RXN
2.7.7.60-RXN CDPKIN-RXN
CDPDIGLYSYN-RXN CDPKIN-RXN
RXN0-383 CDPKIN-RXN
RXN0-5515 CDPKIN-RXN
P-PANTOCYSLIG-RXN CDPKIN-RXN
RXN0-723 CDPKIN-RXN
BASR-RXN BASS-RXN
GLYCDEH-RXN RXN0-6467
TRANS-RXN-131 RXN0-6467
R140-RXN RXN0-6467
GLYCEROL-KIN-RXN RXN0-6467
GLYCEROL-2-PHOSPHATASE-RXN RXN0-6467
CARDIOLIPSYN-RXN RXN0-6467
RXN0-6565 RXN0-6468
RXN0-5332 RXN0-6468
THYM-PHOSPH-RXN RXN0-6468
ACSERLY-RXN SERINE-O-ACETTRAN-RXN
ENTF-RXN SERINE-O-ACETTRAN-RXN
TRANS-RXN-71 SERINE-O-ACETTRAN-RXN
SERINE--TRNA-LIGASE-RXN SERINE-O-ACETTRAN-RXN
PHOSPHASERSYN-RXN SERINE-O-ACETTRAN-RXN
TRNA-S-TRANSFERASE-RXN SERINE-O-ACETTRAN-RXN
GLYOHMETRANS-RXN SERINE-O-ACETTRAN-RXN
RXN0-3001 SERINE-O-ACETTRAN-RXN
RXN0-2201 SERINE-O-ACETTRAN-RXN
RXN0-2382 SERINE-O-ACETTRAN-RXN
TRYPSYN-RXN SERINE-O-ACETTRAN-RXN
RXN0-4083 SERINE-O-ACETTRAN-RXN
ENTMULTI-RXN SERINE-O-ACETTRAN-RXN
RXN0-1923 SERINE-O-ACETTRAN-RXN
RXN0-2161 SERINE-O-ACETTRAN-RXN
RXN0-6462 RXN0-6464
TREHALOSEPHOSPHA-RXN RXN0-6466
TRE6PHYDRO-RXN RXN0-6466
RXN0-5205 RXN0-6471
RXN0-5354 RXN0-6471
RXN0-12 RXN0-6471
TRANS-RXN0-200 RXN0-6471
ABC-63-RXN RXN0-6471
RXN0-5347 RXN0-6471
GLYCINE--TRNA-LIGASE-RXN RXN0-6470
LTAA-RXN RXN0-6470
AKBLIG-RXN RXN0-6470
GCVMULTI-RXN RXN0-6470
RXN0-5234 RXN0-6470
RXN0-1641 RXN0-6470
GLYOHMETRANS-RXN RXN0-6470
PHENYLSERINE-ALDOLASE-RXN RXN0-6470
RXN0-6563 RXN0-6470
GLUTATHIONE-SYN-RXN RXN0-6470
GLYRIBONUCSYN-RXN RXN0-6470
TRANS-RXN-62B RXN0-6470
GCVP-RXN RXN0-6470
IMP-DEHYDROG-RXN HYPOXANPRIBOSYLTRAN-RXN
RXN-7607 HYPOXANPRIBOSYLTRAN-RXN
IMPCYCLOHYDROLASE-RXN HYPOXANPRIBOSYLTRAN-RXN
ADENYLOSUCCINATE-SYNTHASE-RXN HYPOXANPRIBOSYLTRAN-RXN
ACSERLY-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN
DCYSDESULF-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN
RXN0-279 SULFITE-REDUCTASE-FERREDOXIN-RXN
RXN-8315 SULFITE-REDUCTASE-FERREDOXIN-RXN
RXN0-6385 SULFITE-REDUCTASE-FERREDOXIN-RXN
PYRUFLAVREDUCT-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN
SULFITE-REDUCT-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN
HYDROG-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN
RXN0-882 SULFITE-REDUCTASE-FERREDOXIN-RXN
RXN0-267 RXN-8668
1.8.4.13-RXN RXN-8668
RIBONUCLEOSIDE-DIP-REDUCTI-RXN RXN-8668
RXN0-5468 RXN-8668
THIOREDOXIN-REDUCT-NADPH-RXN RXN-8668
THIOREDOXIN-RXN RXN-8668
GDPREDUCT-RXN RXN-8668
ADPREDUCT-RXN RXN-8668
1.8.4.12-RXN RXN-8668
CDPREDUCT-RXN RXN-8668
UDPREDUCT-RXN RXN-8668
1.8.4.8-RXN RXN-8668
RXN0-6385 RXN-8668
RXN0-6277 RXN-8668
1.8.4.14-RXN RXN-8668
GLYC3PDEHYDROG-RXN 2.7.1.121-RXN
F16ALDOLASE-RXN 2.7.1.121-RXN
TRIOSEPISOMERIZATION-RXN 2.7.1.121-RXN
DARABALDOL-RXN 2.7.1.121-RXN
GLYC3PDEHYDROGBIOSYN-RXN 2.7.1.121-RXN
FUCPALDOL-RXN 2.7.1.121-RXN
METHGLYSYN-RXN 2.7.1.121-RXN
RHAMNULPALDOL-RXN 2.7.1.121-RXN
RXN0-5257 2.7.1.121-RXN
QUINOLINATE-SYNTHA-RXN 2.7.1.121-RXN
TAGAALDOL-RXN 2.7.1.121-RXN
RIB5PISOM-RXN 6PGLUCONDEHYDROG-RXN
DIOHBUTANONEPSYN-RXN 6PGLUCONDEHYDROG-RXN
RIBULP3EPIM-RXN 6PGLUCONDEHYDROG-RXN
DARAB5PISOM-RXN 6PGLUCONDEHYDROG-RXN
UHPB-RXN RXN0-6499
UGD-RXN RXN0-5377
RXN0-5120 RXN0-5377
RXN0-5124 RXN0-5377
GALACTURIDYLYLTRANS-RXN RXN0-5377
RXN0-1861 RXN0-5377
RXN0-5126 RXN0-5377
RXN0-5125 RXN0-5377
TREHALOSE6PSYN-RXN RXN0-5377
RXN0-5294 RXN0-5377
GALPMUT-RXN RXN0-5377
UDPGLUCEPIM-RXN RXN0-5377
2.4.1.58-RXN RXN0-5377
XANPRIBOSYLTRAN-RXN GUANINE-DEAMINASE-RXN
RXN0-901 GUANINE-DEAMINASE-RXN
RXN-7682 GUANINE-DEAMINASE-RXN
RXN-5076 GUANINE-DEAMINASE-RXN
XANTHOSINEPHOSPHORY-RXN GUANINE-DEAMINASE-RXN
PRTRANS-RXN RXN0-5375
ENTDB-RXN ENTD-RXN
HOLO-ACP-SYNTH-RXN ENTD-RXN
RXN0-5108 GUANYL-KIN-RXN
GMP-REDUCT-RXN GUANYL-KIN-RXN
GDPPYPHOSKIN-RXN GUANYL-KIN-RXN
COBALAMINSYN-RXN GUANYL-KIN-RXN
RXN-7609 GUANYL-KIN-RXN
RXN0-748 GUANYL-KIN-RXN
GDPKIN-RXN GUANYL-KIN-RXN
GUANOSINE-DIPHOSPHATASE-RXN GUANYL-KIN-RXN
GDPREDUCT-RXN GUANYL-KIN-RXN
GUANPRIBOSYLTRAN-RXN GUANYL-KIN-RXN
TRANS-RXN-142 TRYPTOPHAN-RXN
TRYPTOPHAN--TRNA-LIGASE-RXN TRYPTOPHAN-RXN
RXN0-2382 TRYPTOPHAN-RXN
TRANS-RXN-76 TRYPTOPHAN-RXN
RXN0-287 TRYPTOPHAN-RXN
RXN0-2381 TRYPTOPHAN-RXN
RXN0-2945 RXN0-5384
RXN0-6949 RXN0-5384
R170-RXN RXN0-5384
TRANS-RXN0-280 RXN0-5384
TRANS-RXN0-207 RXN0-5384
PHOSNACMURPENTATRANS-RXN RXN0-5383
UNDECAPRENYL-DIPHOSPHATASE-RXN RXN0-5383
RXN0-3521 RXN0-5383
GLCNACPTRANS-RXN RXN0-5383
RXN0-5294 RXN0-5383
LUMAZINESYN-RXN DIOHBUTANONEPSYN-RXN
RXN0-443 DIOHBUTANONEPSYN-RXN
TRANS-RXN-1 DIOHBUTANONEPSYN-RXN
PYRIMSYN1-RXN DIOHBUTANONEPSYN-RXN
GARTRANSFORMYL2-RXN DIOHBUTANONEPSYN-RXN
FORMATETHFLIG-RXN DIOHBUTANONEPSYN-RXN
RXN0-1382 DIOHBUTANONEPSYN-RXN
RXN-12274 DIOHBUTANONEPSYN-RXN
RXN0-3281 DIOHBUTANONEPSYN-RXN
FORMATEDEHYDROG-RXN DIOHBUTANONEPSYN-RXN
FHLMULTI-RXN DIOHBUTANONEPSYN-RXN
TRANS-RXN-241 RXN0-5382
TRANS-RXN0-487 RXN0-5382
RXN0-16 RXN0-5382
RXN0-2281 2.7.9.3-RXN
2.9.1.1-RXN 2.7.9.3-RXN
PYRUFLAVREDUCT-RXN HYDROG-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN HYDROG-RXN
RXN-12275 HYDROG-RXN
RXN0-5256 HYDROG-RXN
RXN0-882 HYDROG-RXN
RXN-11410 DGDPKIN-RXN
DGTPTRIPHYDRO-RXN DGDPKIN-RXN
RXN0-385 DGDPKIN-RXN
TRANS-RXN0-495 RXN0-5389
RXN0-5130 RXN0-5389
GLYOXIII-RXN AMACETOXID-RXN
RXN-8636 AMACETOXID-RXN
RXN0-5213 AMACETOXID-RXN
RXN0-4281 AMACETOXID-RXN
GLYOXI-RXN AMACETOXID-RXN
RXN0-6483 RXN0-6485
RXN0-6481 RXN0-6485
3.1.26.5-RXN RXN0-6485
RXN0-6478 RXN0-6485
RXN0-5455 RXN0-6487
RXN0-3601 RXN0-6489
TRANS-RXN-100 RXN0-6489
LCARNCOALIG-RXN RXN0-6489
R601-RXN RXN0-5388
TRANS-RXN0-234 RXN0-5388
RXN0-5264 RXN0-5388
RXN0-3501 RXN0-5388
RXN0-5256 RXN0-5388
DIMESULFREDUCT-RXN RXN0-5388
1.1.1.264-RXN TRANS-RXN-181A
YIAE2-RXN TRANS-RXN-181A
SHIKIMATE-KINASE-RXN SHIKIMATE-5-DEHYDROGENASE-RXN
TRANS-RXN-27 SHIKIMATE-5-DEHYDROGENASE-RXN
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN RXN0-3281
THTOREDUCT-RXN RXN0-3281
RXN0-1 RXN0-3281
RXN-11319 RXN0-3281
GLYCOLATEDEHYDRO-RXN RXN0-3281
RXN-12120 RXN0-3281
SELENOCYSTEINE-LYASE-RXN RXN0-3281
1.2.99.7-RXN RXN0-3281
RXN0-6371 RXN0-3281
HYDROXYLAMINE-REDUCTASE-RXN RXN0-3281
RXN0-6461 RXN0-3281
CROBETREDUCT-RXN RXN0-3281
RXN0-2101 RXN0-3281
3-ISOPROPYLMALISOM-RXN 2-ISOPROPYLMALATESYN-RXN
RXN-6081 RXN0-5392
ACETOLACTREDUCTOISOM-RXN RXN0-5392
3.1.13.3-RXN 3.6.1.19-RXN
RXN0-4223 3.6.1.19-RXN
RXN0-4961 3.6.1.19-RXN
3.1.26.4-RXN 3.6.1.19-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN 3.6.1.19-RXN
RXN0-6525 3.6.1.19-RXN
3.1.13.5-RXN 3.6.1.19-RXN
3.1.11.1-RXN 3.6.1.19-RXN
3.1.11.2-RXN 3.6.1.19-RXN
OROPRIBTRANS-RXN RXN0-6490
RXN0-6554 RXN0-6490
RXN0-6491 RXN0-6490
DIHYDROOROT-RXN RXN0-6490
TRANS-RXN-121C RXN0-6490
ALDOSE-1-EPIMERASE-RXN RXN0-5395
NADH-DEHYDROG-A-RXN RXN0-6491
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN RXN0-6491
RXN-12352 RXN0-6491
RXN0-5268 RXN0-6491
OROPRIBTRANS-RXN RXN0-6491
RXN0-6490 RXN0-6491
RXN0-6369 RXN0-6491
TRANS-RXN0-237 RXN0-6491
RXN0-5266 RXN0-6491
TRANS-RXN-121C RXN0-6491
RXN0-6494 RXN0-6493
RXN0-5393 RXN0-5391
RXN0-5390 RXN0-5391
RXN0-6495 RXN0-6494
EVGA-RXN RXN0-6495
RXN0-5205 RXN0-5354
RXN0-6471 RXN0-5354
RXN0-12 RXN0-5354
TRANS-RXN0-200 RXN0-5354
ABC-63-RXN RXN0-5354
RXN0-5347 RXN0-5354
RXN0-363 RXN0-5358
XANTHOSINEPHOSPHORY-RXN RXN0-5358
TRANS-RXN-31 RXN0-5358
RXN0-4181 RXN0-5359
ARGSUCCINSYN-RXN 3.4.13.21-RXN
ASPDECARBOX-RXN 3.4.13.21-RXN
3.4.11.1-RXN 3.4.13.21-RXN
3.4.11.4-RXN 3.4.13.21-RXN
ASPAMINOTRANS-RXN 3.4.13.21-RXN
ASPARTATEKIN-RXN 3.4.13.21-RXN
RXN0-5052 3.4.13.21-RXN
TRANS-RXN0-222 3.4.13.21-RXN
PYROXALTRANSAM-RXN 3.4.13.21-RXN
RXN0-5051 3.4.13.21-RXN
R15-RXN 3.4.13.21-RXN
TRANS-RXN-106A 3.4.13.21-RXN
SAICARSYN-RXN 3.4.13.21-RXN
3.4.13.18-RXN 3.4.13.21-RXN
RXN0-3241 3.4.13.21-RXN
L-ASPARTATE-OXID-RXN 3.4.13.21-RXN
ASPCARBTRANS-RXN 3.4.13.21-RXN
ASNSYNA-RXN 3.4.13.21-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.13.21-RXN
3.4.13.9-RXN 3.4.13.21-RXN
ASPARTASE-RXN 3.4.13.21-RXN
ASPARTATE--TRNA-LIGASE-RXN 3.4.13.21-RXN
TRANS-RXN-122A 3.4.13.21-RXN
ADENYLOSUCCINATE-SYNTHASE-RXN 3.4.13.21-RXN
ASNSYNB-RXN 3.4.13.21-RXN
RXN-9772 3.4.13.21-RXN
PORPHOBILSYNTH-RXN OHMETHYLBILANESYN-RXN
UROGENIIISYN-RXN OHMETHYLBILANESYN-RXN
THYMIDYLATESYN-RXN DURIDKI-RXN
5.3.3.14-RXN FABAUNSATDEHYDR-RXN
RXN-9660 FABAUNSATDEHYDR-RXN
RXN-9655 FABAUNSATDEHYDR-RXN
RXN0-6493 EVGA-RXN
NAG1P-URIDYLTRANS-RXN 2.3.1.157-RXN
CHERTARM-RXN CHEBTARD-RXN
RXN0-6938 ABC-10-RXN
RXN0-2181 ABC-10-RXN
RXN0-1682 ABC-10-RXN
CHORISMATE-SYNTHASE-RXN 2.5.1.19-RXN
RXN0-4223 RXN0-5361
TRNA-NUCLEOTIDYLTRANSFERASE-RXN RXN0-5361
DNA-DIRECTED-RNA-POLYMERASE-RXN RXN0-5361
RXN0-4701 RXN0-5361
2.7.7.8-RXN RXN0-5361
UDPKIN-RXN 2.4.1.58-RXN
RXN0-5377 2.4.1.58-RXN
NACGLCTRANS-RXN 2.4.1.58-RXN
UDPMANACATRANS-RXN 2.4.1.58-RXN
3.6.3.39-RXN 2.4.1.58-RXN
UGD-RXN 2.4.1.58-RXN
RXN0-5413 2.4.1.58-RXN
RXN0-5120 2.4.1.58-RXN
RXN0-5210 2.4.1.58-RXN
2.7.4.22-RXN 2.4.1.58-RXN
GALACTURIDYLYLTRANS-RXN 2.4.1.58-RXN
UDPREDUCT-RXN 2.4.1.58-RXN
RXN0-5128 2.4.1.58-RXN
RXN0-5126 2.4.1.58-RXN
RXN0-5125 2.4.1.58-RXN
TREHALOSE6PSYN-RXN 2.4.1.58-RXN
RXN0-5129 2.4.1.58-RXN
RXN-12197 2.4.1.58-RXN
UDPGLUCEPIM-RXN 2.4.1.58-RXN
RXN0-722 2.4.1.58-RXN
R167-RXN RXN0-5363
BETAGALACTOSID-RXN RXN0-5363
TRANS-RXN-82 RXN0-5363
TRANS-RXN-24 RXN0-5363
P-PANTOCYSLIG-RXN PANTOTHENATE-KIN-RXN
RIBONUCLEOSIDE-DIP-REDUCTI-RXN GDPREDUCT-RXN
1.8.4.12-RXN GDPREDUCT-RXN
RXN0-6385 GDPREDUCT-RXN
RXN0-6277 GDPREDUCT-RXN
THIOREDOXIN-REDUCT-NADPH-RXN GDPREDUCT-RXN
RXN-8668 GDPREDUCT-RXN
ADPREDUCT-RXN GDPREDUCT-RXN
GMKALT-RXN GDPREDUCT-RXN
DGDPKIN-RXN GDPREDUCT-RXN
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN
MALATE-DEH-RXN MALOX-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN MALOX-RXN
CITSYN-RXN MALOX-RXN
TRANS-RXN-106B MALOX-RXN
2-METHYLCITRATE-SYNTHASE-RXN MALOX-RXN
FUMHYDR-RXN MALOX-RXN
LTARTDEHYDRA-RXN MALOX-RXN
PEPCARBOX-RXN MALOX-RXN
TRANS-RXN-121A MALOX-RXN
ASPAMINOTRANS-RXN MALOX-RXN
PYROXALTRANSAM-RXN MALOX-RXN
3.4.23.43-RXN RXN0-3261
RXN0-3201 RXN0-3261
RXN0-5194 RXN0-3261
RXN0-272 RXN0-3261
3.4.11.1-RXN RXN0-3261
3.4.21.92-RXN RXN0-3261
RXN0-2162 RXN0-3261
RXN0-5052 RXN0-3261
RXN0-5051 RXN0-3261
RXN0-5204 RXN0-3261
3.4.21.53-RXN RXN0-3261
3.4.24.55-RXN RXN0-3261
3.1.3.16-RXN RXN0-3261
RXN0-3221 RXN0-3261
ARGININE-N-SUCCINYLTRANSFERASE-RXN RXN0-3261
RXN0-5345 RXN0-3261
3.5.1.28-RXN RXN0-3261
ABC-4-RXN RXN0-3261
RXN0-6366 RXN0-3261
3.4.21.87-RXN RXN0-3261
RXN0-5103 RXN0-3261
LEUCYLTRANSFERASE-RXN RXN0-3261
ARGININE--TRNA-LIGASE-RXN RXN0-3261
3.4.24.70-RXN RXN0-3261
GAMMA-GLUTAMYLTRANSFERASE-RXN RXN0-3261
PROTEIN-KINASE-RXN RXN0-3261
3.4.21.102-RXN RXN0-3261
ABC-22-RXN RXN0-3261
3.4.21.83-RXN RXN0-3261
3.4.11.9-RXN RXN0-3261
ARGSUCCINLYA-RXN RXN0-3261
ARGDECARBOX-RXN RXN0-3261
ALCOHOL-DEHYDROG-GENERIC-RXN AMINEOXID-RXN
ALDEHYDE-DEHYDROGENASE-NADP+-RXN AMINEOXID-RXN
1.2.99.7-RXN AMINEOXID-RXN
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN AMINEOXID-RXN
RXN0-5055 RXN-7101
BIOTIN-CARBOXYL-RXN RXN-7101
3.1.13.3-RXN 3.1.13.1-RXN
RXN0-4223 3.1.13.1-RXN
RXN0-4961 3.1.13.1-RXN
3.1.26.4-RXN 3.1.13.1-RXN
3.6.1.19-RXN 3.1.13.1-RXN
RXN0-6525 3.1.13.1-RXN
3.1.13.5-RXN 3.1.13.1-RXN
3.1.11.1-RXN 3.1.13.1-RXN
3.1.11.2-RXN 3.1.13.1-RXN
HISTIDINE--TRNA-LIGASE-RXN ABC-14-RXN
PRIBFAICARPISOM-RXN HISTCYCLOHYD-RXN
TRANS-RXN-104 RXN0-5372
L-LACTDEHYDROGFMN-RXN RXN0-5372
CITSYN-RXN TRANS-RXN0-201
CITLY-RXN TRANS-RXN0-201
CITTRANS-RXN TRANS-RXN0-201
ACONITATEDEHYDR-RXN TRANS-RXN0-201
RXN0-5205 TRANS-RXN0-200
RXN0-5354 TRANS-RXN0-200
RXN0-6471 TRANS-RXN0-200
RXN0-12 TRANS-RXN0-200
ABC-63-RXN TRANS-RXN0-200
RXN0-5347 TRANS-RXN0-200
GALACTARDEHYDRA-RXN TRANS-RXN0-203
ALARACECAT-RXN 3.4.13.22-RXN
RXN0-5227 3.4.13.22-RXN
RXN0-5240 3.4.13.22-RXN
DALADEHYDROG-RXN 3.4.13.22-RXN
UDP-NACMURALGLDAPAALIG-RXN 3.4.13.22-RXN
RXN0-6684 3.4.13.22-RXN
3.4.16.4-RXN 3.4.13.22-RXN
DALADALALIG-RXN 3.4.13.22-RXN
TRANS-RXN-62A 3.4.13.22-RXN
PNKIN-RXN TRANS-RXN0-205
RXN0-5285 TRANS-RXN0-204
GLUCARDEHYDRA-RXN TRANS-RXN0-204
RXN0-2945 TRANS-RXN0-207
RXN0-6949 TRANS-RXN0-207
R170-RXN TRANS-RXN0-207
TRANS-RXN0-280 TRANS-RXN0-207
RXN0-5384 TRANS-RXN0-207
RXN0-6678 TRANS-RXN0-206
RXN0-6684 TRANS-RXN0-206
R143-RXN TRANS-RXN0-209
GLUCONOLACT-RXN TRANS-RXN0-209
GLUCONATE-5-DEHYDROGENASE-RXN TRANS-RXN0-209
1.1.1.215-RXN TRANS-RXN0-209
GLUCONOKIN-RXN TRANS-RXN0-209
TETRAACYLDISACC4KIN-RXN KDOTRANS-RXN
RXN-11832 KDOTRANS-RXN
RXN0-5128 KDOTRANS-RXN
PHOSPHAGLYPSYN-RXN KDOTRANS-RXN
PHOSPHASERSYN-RXN KDOTRANS-RXN
KDOTRANS2-RXN KDOTRANS-RXN
CDPDIGLYPYPHOSPHA-RXN KDOTRANS-RXN
RXN-12198 KDOTRANS-RXN
DMK-RXN RXN-9311
O-SUCCINYLBENZOATE-COA-SYN-RXN RXN-9310
TRANS-RXN-68 RXN0-5344
ABC-3-RXN RXN0-5344
RXN-1961 RXN0-5344
LYSINE--TRNA-LIGASE-RXN RXN0-5344
RXN0-5192 RXN0-5344
TRANS-RXN-58 RXN0-5344
LYSDECARBOX-RXN RXN0-5344
RXN0-963 RXN0-5344
RXN0-5345 RXN0-5344
UBIQUINOL-OX-RXN FES-OX-RXN
REDUCEDFE-S-RXN FES-OX-RXN
FMN-OX-RXN FES-OX-RXN
FAD-OX-RXN FES-OX-RXN
RXN0-5205 RXN0-5347
RXN0-5354 RXN0-5347
RXN0-6471 RXN0-5347
RXN0-12 RXN0-5347
TRANS-RXN0-200 RXN0-5347
ABC-63-RXN RXN0-5347
PHOSNACMURPENTATRANS-RXN RXN-12197
UDPSUGARHYDRO-RXN RXN-12197
UDPKIN-RXN RXN-12197
NACGLCTRANS-RXN RXN-12197
UDPMANACATRANS-RXN RXN-12197
RXN0-5413 RXN-12197
RXN0-5210 RXN-12197
2.7.4.22-RXN RXN-12197
UDPREDUCT-RXN RXN-12197
GLCNACPTRANS-RXN RXN-12197
RXN0-722 RXN-12197
2.4.1.58-RXN RXN-12197
RIBONUCLEOSIDE-DIP-REDUCTII-RXN RXN-12198
CDPREDUCT-RXN RXN-12198
RXN0-5128 RXN-12198
RXN-11832 RXN-12198
